datetime,pm10_dusttrack
2017-04-17 16:00:00,0.02124000000000001
2017-04-17 18:00:00,0.018900000000000004
2017-04-17 20:00:00,0.013866666666666676
2017-04-17 22:00:00,0.012816666666666676
2017-04-18 00:00:00,0.013783333333333344
2017-04-18 02:00:00,0.014766666666666678
2017-04-18 04:00:00,0.019116666666666674
2017-04-18 06:00:00,0.017050000000000013
2017-04-18 08:00:00,0.03305
2017-04-18 10:00:00,0.029366666666666662
2017-04-18 12:00:00,0.023133333333333332
2017-04-18 14:00:00,0.020183333333333338
2017-04-18 16:00:00,0.018894736842105273
2017-04-18 18:00:00,0.01935000000000001
2017-04-18 20:00:00,0.017666666666666674
2017-04-18 22:00:00,0.011916666666666674
2017-04-19 00:00:00,0.00873333333333334
2017-04-19 02:00:00,0.010966666666666673
2017-04-19 04:00:00,0.012350000000000007
2017-04-19 06:00:00,0.014816666666666678
2017-04-19 08:00:00,0.019633333333333332
2017-04-19 10:00:00,0.020500000000000008
2017-04-19 12:00:00,0.02413333333333333
2017-04-19 14:00:00,0.023433333333333337
2017-04-19 16:00:00,0.021758620689655176
2017-04-19 18:00:00,0.027149999999999994
2017-04-19 20:00:00,0.02608333333333333
2017-04-19 22:00:00,0.02756666666666667
2017-04-20 00:00:00,0.027066666666666662
2017-04-20 02:00:00,0.027133333333333325
2017-04-20 04:00:00,0.027549999999999977
2017-04-20 06:00:00,0.030499999999999992
2017-04-20 08:00:00,0.044433333333333346
2017-04-20 10:00:00,0.03039999999999999
2017-04-20 12:00:00,0.019966666666666667
2017-04-20 14:00:00,0.01955000000000001
2017-04-20 16:00:00,0.018666666666666668
